,individual1,individual2,start,endpoint,length
0,35,43,30.501047038893446,30.59763952980515,0.09659249091170352
1,35,43,43.25531363648476,43.66992038100645,0.41460674452169144
2,1,10,6.765292934694543,6.8146248919416195,0.04933195724707673
3,31,22,32.919503026462635,33.0282240175743,0.10872099111166733
4,31,22,48.577709582338365,49.05488663501356,0.47717705267519506
5,36,29,19.050351658950333,19.14280475487205,0.0924530959217158
6,35,45,12.595327413041765,12.688412289838041,0.09308487679627575
7,35,45,12.887356523944387,12.957552335434244,0.07019581148985665
8,43,45,29.300854563438477,29.442013321869467,0.1411587584309899
9,43,45,29.56963327748116,29.740010868861937,0.17037759138077746
10,17,18,34.38674582313098,34.454609185609456,0.06786336247847657
11,17,18,34.5817489809984,34.667810936399164,0.08606195540076556
12,1,10,38.798152861309376,38.89028397084846,0.09213110953908199
13,1,10,38.926766789325356,39.371870228136046,0.4451034388106905
14,13,36,38.295272719447176,38.48193099797618,0.18665827852900208
15,29,43,16.378849572982887,16.463281176846337,0.08443160386345028
16,16,19,11.857468493614597,11.989109774160397,0.13164128054580004
17,9,49,6.2156391592462885,6.4627713819604296,0.24713222271414104
18,9,49,21.624242828673072,21.666791699719155,0.04254887104608329
19,9,49,44.96083550796826,45.109224274894856,0.14838876692659397
20,8,9,40.372195650061144,40.44635815456642,0.07416250450527428
21,8,9,40.579275692965496,40.7408535820362,0.16157788907070625
22,27,33,2.2208071345678917,2.5039476471725806,0.28314051260468887
23,27,33,39.085709163162875,39.158580112095734,0.07287094893285939
24,40,34,30.02717972422062,30.255571635168423,0.22839191094780276
25,18,35,35.135323309556895,35.204900524439594,0.06957721488269897
26,11,47,43.01526331815422,43.35992224693667,0.34465892878245086
27,8,43,28.0316712307266,28.119788157850877,0.08811692712427543
28,33,36,26.03247002513229,26.094481515927626,0.06201149079533508
29,8,29,0.23090131974406347,0.39212079383652565,0.16121947409246218
30,8,29,7.349656190488996,7.465913121537426,0.11625693104843027
31,43,29,25.97581597314262,26.14637198488809,0.17055601174547164
32,27,36,3.7734788679709808,3.882230860943217,0.10875199297223626
33,21,36,42.777293232842325,42.87263806577637,0.09534483293404605
34,14,26,12.706676013760731,12.909430341107054,0.20275432734632304
35,14,26,21.380766725761262,21.86798486708993,0.48721814132866825
36,47,5,23.05258568092914,23.153911642929756,0.10132596200061528
37,9,10,43.130311279859704,43.22300194499164,0.0926906651319328
38,3,42,29.08186067930843,29.235013723117603,0.15315304380917283
39,9,7,37.782861943954124,38.01271891065262,0.22985696669849887
40,9,5,18.984900747920875,19.11030220576825,0.12540145784737433
41,31,6,27.632065451859866,27.708202916731956,0.07613746487209028
42,43,33,33.24121237806984,33.28975322327719,0.04854084520734858
43,33,15,27.02526481415771,27.086123497879242,0.060858683721534135
44,17,45,2.02498884486009,2.085614540935545,0.06062569607545498
45,44,18,1.2312184749751764,1.3420757908041736,0.11085731582899716
46,25,5,47.83663258726726,47.87743410673103,0.040801519463769864
47,25,5,48.012102104656286,48.115569875648276,0.10346777099199045
48,21,29,34.50077686653812,34.54817196885793,0.047395102319811144
49,0,39,11.7210370225809,12.103640731768238,0.38260370918733777
50,29,15,23.532660867760143,23.786849018839703,0.2541881510795605
51,24,15,0.09837010141164337,0.17411185212171176,0.07574175071006839
52,24,15,7.898925833656767,7.970092792020701,0.07116695836393383
53,37,33,34.09576888079374,34.162526183770865,0.06675730297712335
54,26,14,10.822885245338826,10.907963202500504,0.08507795716167799
55,40,25,4.256848934320878,4.307215883926219,0.050366949605340494
56,14,18,24.560258832950055,24.628293182587107,0.06803434963705257
57,45,5,38.691144263588164,38.854329599483236,0.16318533589507211
58,22,43,14.613057158939199,14.679405264829796,0.06634810589059725
59,2,29,21.07657356247367,21.122268532909246,0.045694970435576465
60,35,2,32.93928589389573,33.391126201374625,0.45184030747889636
61,14,10,25.95733881325407,26.049948487817986,0.09260967456391711
62,15,10,7.564218750437739,7.612529211346924,0.04831046090918534
63,36,24,19.61353899752511,19.70636739079634,0.09282839327122971
64,16,29,44.78709135432618,44.971808548167566,0.18471719384138652
65,5,15,18.938118561229388,19.129899818172078,0.19178125694269
66,9,15,18.984900747920875,19.11030220576825,0.12540145784737433
67,46,24,47.89446407061641,47.93578900891032,0.04132493829391137
68,45,36,3.6672524796773516,3.73223097594402,0.06497849626666863
69,46,2,35.09084036039843,35.224070353191514,0.13322999279308334
70,18,26,48.62229745930526,48.66491476623102,0.04261730692576293
71,15,27,24.567680572632696,24.70662930890039,0.1389487362676931
72,18,43,26.745230161474808,26.792372150783322,0.0471419893085141
73,27,21,22.885888630947232,22.979634714912052,0.09374608396482031
74,44,6,15.307158941037258,15.359622369869825,0.05246342883256716
75,43,33,11.74043995662557,11.793672992259836,0.053233035634265846
76,7,47,17.334594554012256,17.383894701650455,0.04930014763819912
77,9,47,30.192080359247015,30.262998267016258,0.07091790776924256
78,3,2,18.58269041947449,18.68186183059469,0.09917141112020289
79,27,14,2.9421305755785028,3.0623930682205724,0.12026249264206967
80,8,18,29.986094887836032,30.091830087350303,0.10573519951427102
81,29,18,44.39473108218868,44.69614261018407,0.3014115279953913
82,28,32,12.465833959458095,12.517277411683267,0.05144345222517188
83,13,21,19.208302281992758,19.26119371600322,0.052891434010462035
84,42,19,17.473289672694715,17.600404298280466,0.12711462558575093
85,27,36,36.192069340409034,36.23491355694796,0.04284421653892423
86,44,34,37.446982870259234,37.50953226501814,0.06254939475890353
87,30,44,21.543729492607724,21.68110119944391,0.13737170683618416
88,41,48,28.898188856715947,29.021252939283073,0.12306408256712587
89,3,27,32.42452333784054,32.70567504199046,0.2811517041499201
90,15,29,42.269119096761386,42.345214283526616,0.07609518676522953
91,17,14,40.197134899085555,40.27623852366777,0.07910362458221698
92,19,48,47.638068754338434,47.76182649298255,0.12375773864411599
93,9,45,11.584139883222278,11.639957436415301,0.05581755319302317
94,34,1,2.779487157066775,2.8298768659648488,0.05038970889807359
95,49,9,31.614466916508288,31.767769160176243,0.1533022436679552
96,49,7,48.436152825164896,48.51730259703605,0.08114977187115358
97,18,8,7.608075176830852,7.690796654478639,0.08272147764778737
98,19,42,48.77064523446728,49.0586698497604,0.28802461529311785
99,2,27,41.05615290751766,41.12128006935207,0.06512716183441114
100,29,26,49.18443319737045,49.23962426137038,0.05519106399992779
101,8,15,35.17210785257865,35.22376672444112,0.051658871862471756
102,47,15,36.45753455641386,36.54542981353228,0.08789525711841861
103,27,29,5.473863268625209,5.555081185416142,0.08121791679093349
104,31,11,37.78179125991838,37.95394366746095,0.1721524075425691
105,30,43,10.815195662107229,10.897874913495208,0.08267925138797949
106,30,27,16.184914692376637,16.254635885314144,0.06972119293750723
107,45,21,42.25488196825995,42.31158550027277,0.056703532012818414
108,9,22,41.044756828550206,41.18680223111066,0.1420454025604556
109,27,33,8.009265817218791,8.051662127879183,0.042396310660391734
110,9,49,16.428056648007892,16.485013123007647,0.05695647499975465
111,2,15,11.688864320580144,11.728897571340866,0.04003325076072173
112,29,5,32.88408810374206,33.08484522032461,0.20075711658255102
113,30,5,4.532024484121109,4.621069668225694,0.08904518410458451
114,29,10,21.61152314861971,21.673358193734742,0.06183504511503202
115,15,26,18.485039635802593,18.584854834439994,0.09981519863740118
116,30,44,18.018612876991398,18.087196851638396,0.06858397464699806
117,22,7,15.790452346333739,15.847074187855355,0.056621841521616645
118,5,14,5.287597773071695,5.3412793606854905,0.053681587613795045
119,0,42,40.676384991089805,40.72054495052501,0.044159959435205565
120,8,46,32.74497384538378,32.788305160376694,0.043331314992911985
121,45,29,23.97965002588097,24.02259970963115,0.042949683750180156
122,45,35,36.09851763653376,36.18114315376431,0.08262551723055367
123,14,6,5.503512871119199,5.545612744031061,0.042099872911862235
124,35,2,17.47177339761086,17.565268226145292,0.09349482853443192
125,36,7,12.303018622476827,12.473453600072304,0.17043497759547677
126,18,15,17.691248601503396,17.761765740668153,0.07051713916475677
127,38,43,6.4917605807045575,6.548004596374874,0.056244015670316116
128,7,5,36.60448034946023,36.7100934316567,0.10561308219647003
129,8,15,11.590254367708397,11.634539317250841,0.044284949542443997
130,0,15,41.846941881473434,41.90728886875726,0.06034698728382892
131,17,21,4.973323451809065,5.034551290713196,0.06122783890413075
132,29,24,48.708765731541874,48.758951273793855,0.05018554225198102
133,26,30,27.63083157628985,27.797013596078244,0.1661820197883941
134,26,30,27.826911742546002,27.874515468650515,0.047603726104512134
135,23,13,13.623780064506377,13.72099559730934,0.09721553280296291
136,42,16,10.747319855541484,10.924481249863405,0.1771613943219208
137,24,10,33.84425580507538,33.89627708321311,0.05202127813772961
138,43,17,47.16272178471961,47.274314230426484,0.11159244570687576
139,25,7,8.065431883176757,8.117701194750211,0.05226931157345405
140,16,7,32.92478018482208,32.968453900718366,0.04367371589628277
141,48,26,28.29198008395693,28.443496772765968,0.15151668880903912
142,30,29,10.742812483169018,10.821939311721046,0.07912682855202746
143,4,42,18.63773361276688,18.73886874657967,0.10113513381278949
144,8,27,41.727797773813705,41.98557455605055,0.25777678223684575
145,16,7,25.39551372026051,25.4461458147085,0.050632094447990994
146,21,43,4.266084806058167,4.3308143590936155,0.06472955303544836
147,14,40,46.84485581164432,46.94063362924379,0.09577781759946902
148,49,25,20.79939926347535,20.846575235054928,0.04717597157957698
149,45,0,2.384949063958281,2.4406472815999436,0.055698217641662495
150,19,48,41.99141681413019,42.09537237901799,0.10395556488779789
151,34,5,11.256406101412537,11.314011840099859,0.05760573868732166
152,47,16,8.981523011445248,9.05924170177984,0.07771869033459211
153,18,15,2.194144603809356,2.2410081001889424,0.04686349637958642
154,16,2,32.267194788748185,32.30938835470299,0.04219356595480406
155,18,17,42.078635788323396,42.15551011562411,0.07687432730071464
156,15,8,0.9340122686201724,1.016795167128734,0.08278289850856169
157,42,48,7.93224320163101,7.9783375185277094,0.04609431689669918
158,39,12,1.729093103975842,1.7714963759094644,0.04240327193362248
159,35,39,8.910130236038666,9.000356750810298,0.09022651477163102
160,45,14,4.95092043767049,5.024348384277751,0.07342794660726071
161,46,24,1.1454971149107678,1.3236096503644532,0.17811253545368544
162,8,9,43.85088559451961,43.95822290119611,0.10733730667649866
163,1,47,23.391546628020635,23.438106397073767,0.04655976905313253
164,21,43,19.071942048189555,19.192709706938118,0.12076765874856221
165,19,10,44.23712917770368,44.309960114815595,0.07283093711191668
166,31,2,46.18749049822475,46.2816131420621,0.09412264383735192
167,16,24,48.30266018789462,48.360322865859075,0.05766267796445845
168,24,35,35.45594013061895,35.53848841795002,0.08254828733107189
169,25,13,24.58269788152012,24.63222961298294,0.04953173146282097
170,7,25,49.119108326268545,49.22750157058883,0.10839324432028263
171,27,2,21.321506575539075,21.388101623565916,0.06659504802684069
172,47,40,37.886970138564436,37.96203799494084,0.0750678563764069
173,34,38,31.95118198598847,32.01139384574674,0.060211859758268815
174,42,27,6.2148165531313,6.265491860326108,0.05067530719480828
175,26,24,40.212032033490686,40.28845494637141,0.076422912880723
176,44,10,29.906864019017235,29.94830905952989,0.04144504051265585
177,47,7,1.1370249579170206,1.179819204524648,0.04279424660762743
178,9,25,9.966488377907105,10.029309735740043,0.06282135783293796
179,15,36,13.753010240843324,13.810325166466015,0.05731492562269125
180,30,44,14.802993414200754,14.881861879828364,0.0788684656276093
181,34,16,15.058072514666605,15.142099173654572,0.08402665898796613
182,1,45,25.848402283101024,25.91325920058442,0.06485691748339661
183,14,8,19.30892500996282,19.35253715071029,0.04361214074747011
184,15,5,18.79701273042859,18.873831519885783,0.07681878945719234
185,21,41,47.602584003496474,47.65309630049916,0.050512297002683226
186,30,8,25.87127081989811,25.913122833581596,0.04185201368348501
187,13,45,47.62781426168107,47.79044174729816,0.16262748561709373
188,33,45,40.29286541248926,40.33368256462069,0.04081715213142445
189,28,20,36.94294536144676,37.01131598471089,0.0683706232641299
190,46,0,16.60746849118384,16.647500522925725,0.040032031741883856
191,39,24,49.232979120061465,49.28583493376772,0.05285581370625181
192,26,17,18.376861959467675,18.425820372419352,0.04895841295167713
193,23,31,11.999925625193868,12.125076106260721,0.12515048106685356
194,48,19,21.424885815211383,21.470530194965107,0.045644379753724706
195,24,2,21.3847719765391,21.426420617724844,0.04164864118574485
196,22,4,35.65941751198264,35.70149538403993,0.04207787205729119
197,46,28,6.12694216326841,6.1751141573771235,0.048171994108713534
198,11,47,33.37134093536376,33.418396135547965,0.04705520018420373
199,9,47,44.42127521691144,44.54377801671849,0.12250279980705159
200,24,8,49.49844677724428,49.601099010597466,0.10265223335318296
201,7,25,32.76547481952201,32.82092128158945,0.05544646206743664
202,33,15,9.998563451235043,10.06396105290058,0.06539760166553776
203,38,37,29.41290426127125,29.514625940749852,0.10172167947860089
204,42,39,0.17859904347685784,0.2522068390131835,0.07360779553632568
205,44,17,8.894350446461814,9.001590962065002,0.1072405156031877
206,27,45,25.42734374424576,25.486529614416895,0.059185870171134525
207,35,0,4.264219209743281,4.322752936349367,0.058533726606086134
208,26,44,13.441758491681327,13.490446868042973,0.048688376361646135
209,13,27,44.3911777256269,44.55833307915004,0.16715535352313537
210,17,21,31.844305149222265,31.89337520446469,0.04907005524242436
211,30,6,29.10790737397319,29.16462585504513,0.056718481071939664
212,49,19,42.706211572634075,42.75001296963168,0.04380139699760832
213,40,36,35.16193264909586,35.212014941787345,0.05008229269148501
214,28,39,6.7831992560035985,6.899822631577877,0.11662337557427804
215,40,7,9.834341797423235,9.88925197766116,0.05491018023792549
216,27,18,39.27973788231478,39.32596482379074,0.04622694147596462
217,3,16,7.71994255038517,7.872917644048336,0.15297509366316575
218,5,43,38.405315039673695,38.50049240195793,0.09517736228423246
219,11,7,17.84495093432683,17.88594606844262,0.040995134115789256
220,42,32,10.951109509636437,11.00242898659424,0.05131947695780248
221,49,16,38.64188628285842,38.68732514029591,0.04543885743748888
222,16,8,1.0481311982200623,1.095486862006176,0.047355663786113666
223,12,48,30.962103655670404,31.025756123773803,0.06365246810339897
224,38,36,2.1820458301957117,2.248633708286654,0.06658787809094235
225,9,21,35.32299974433511,35.371307805636036,0.04830806130092924
226,43,33,10.06733049945089,10.112275745984832,0.04494524653394194
227,43,14,8.354007912793925,8.394081136313638,0.04007322351971254
228,36,29,14.985606358130099,15.070276489428295,0.08467013129819634
229,36,1,42.48738137346072,42.5425300730325,0.055148699571780924
230,15,17,15.151515031314204,15.198575343896948,0.04706031258274379
231,0,14,0.5201895436358086,0.5776450290022765,0.05745548536646794
232,36,30,45.03061860562951,45.11884471463216,0.08822610900264749
233,34,30,10.318041455358156,10.360894256929,0.042852801570845145
234,25,47,41.41062512051935,41.558020353982016,0.14739523346266736
235,19,12,14.17862090991683,14.236177898419541,0.05755698850271074
236,47,16,3.3777245210265505,3.443728106525903,0.06600358549935237
237,36,45,28.503855297752523,28.55267749605744,0.04882219830491863
238,15,2,11.41190214544227,11.473774893527718,0.06187274808544885
239,9,49,29.403467630393436,29.455891346730738,0.052423716337301585
240,32,6,43.44494451145485,43.522927671159806,0.0779831597049565
241,46,32,34.372448230943434,34.44374669746273,0.07129846651929483
242,34,3,2.4614515390897083,2.5087522750195106,0.04730073592980233
243,10,46,42.87760782629715,42.924961390116465,0.047353563819314104
244,26,20,2.624279410128505,2.6915357087896865,0.06725629866118155
245,17,5,46.56136703963631,46.64587016261686,0.08450312298054996
246,43,2,25.373847382259086,25.46452643699361,0.09067905473452242
247,5,36,25.12153016011277,25.20023188938201,0.07870172926924113
248,3,0,43.23578210624311,43.336308184596305,0.10052607835319805
249,0,19,9.44135385721873,9.57918197888803,0.13782812166930114
250,36,13,15.385998006585908,15.446674981036708,0.0606769744508
251,27,34,18.26160403699754,18.304791577745036,0.0431875407474962
252,36,18,14.152601524420135,14.26727108567755,0.1146695612574149
253,32,3,27.679791964716188,27.729647448688752,0.04985548397256423
254,32,46,25.34283697801355,25.522983901588887,0.1801469235753359
255,38,2,33.131331282223556,33.186559388530554,0.05522810630699837
256,38,35,33.131331282223556,33.186559388530554,0.05522810630699837
257,47,10,39.34610542551252,39.39225617753547,0.046150752022953156
258,21,33,27.777678341121202,27.819306763934108,0.041628422812905796
259,40,31,28.54602214190851,28.602338620369977,0.05631647846146848
260,34,11,20.60790975273426,20.652552293866364,0.04464254113210586
261,17,14,2.7612166495682544,2.815020321814032,0.053803672245777534
262,30,8,43.02655651880977,43.20369700709381,0.1771404882840386
263,24,46,39.770938038829684,39.81751368240077,0.046575643571088676
264,7,39,5.795011100203553,5.8415154868454096,0.046504386641856854
265,9,24,46.54474096076399,46.59514254329541,0.05040158253142124
266,44,36,0.860504461508441,0.9186065669878474,0.05810210547940642
267,0,2,36.79763722617545,36.84168715900988,0.04404993283442593
268,24,15,45.75774796728132,45.7999719905327,0.04222402325137864
269,3,32,32.90873912250885,32.998497687645255,0.08975856513640679
270,40,10,34.326217444436224,34.3670202706345,0.04080282619827358
271,49,1,48.83058890273975,48.87483625012413,0.04424734738438474
272,29,18,20.12005639798322,20.201865245120956,0.0818088471377365
273,26,19,38.09054387575708,38.143114968603186,0.05257109284610806
274,42,2,48.8891020236874,48.92949849017231,0.04039646648490702
275,19,2,48.8891020236874,48.92949849017231,0.04039646648490702
276,47,32,31.489209731876258,31.55274298745944,0.0635332555831809
277,21,23,15.555870223106808,15.599733384269442,0.043863161162633446
278,48,19,1.5551136231148774,1.60097744719846,0.04586382408358247
279,14,24,16.283437782080483,16.32649399219656,0.04305621011607741
280,40,47,4.900121801644076,4.976621104544321,0.07649930290024543
281,8,47,47.75345942105173,47.82012661235632,0.06666719130458887
282,6,26,20.36203343338562,20.423940512958154,0.06190707957253494
283,27,8,27.58527492743545,27.633213566450962,0.04793863901551276
284,38,25,27.66809732146362,27.730732623683053,0.0626353022194337
285,14,13,43.503758283412765,43.545505278225846,0.04174699481308153
286,45,33,14.517620725607685,14.607949282568384,0.0903285569606993
287,30,26,34.05137714403821,34.09492950484389,0.043552360805676926
288,30,20,24.739509925735234,24.78751831191738,0.04800838618214698
289,42,16,13.3418226799037,13.398517711027772,0.056695031124071704
290,21,39,12.35040976853442,12.400490882147437,0.05008111361301815
291,39,43,42.25007284235923,42.296426733099025,0.04635389073979468
292,20,33,13.032758985233698,13.083518336270814,0.05075935103711515
293,17,31,22.78341933657748,22.829675580253337,0.04625624367585601
294,42,18,7.481285947744524,7.53665042682988,0.055364479085355356
295,18,0,12.133211631994214,12.173928350277123,0.04071671828290846
296,42,9,22.404150226105344,22.451939031055275,0.04778880494993132
297,15,21,37.600229817012874,37.69467017999118,0.09444036297830394
298,12,1,19.220395876272093,19.29853638426205,0.07814050798995709
299,45,24,49.25611498913253,49.34718268987859,0.0910677007460663
300,47,33,47.48160616316699,47.52637485988839,0.04476869672140538
301,45,42,49.8856990269185,49.94617804883728,0.06047902191878052
302,13,30,5.914605412395218,5.960623805874064,0.046018393478846065
303,0,11,0.0,0.05230630589774421,0.05230630589774421
304,39,37,18.2324490642458,18.274805415779568,0.04235635153376904
305,49,28,48.25592752633594,48.298384268965805,0.04245674262986654
306,14,30,35.194467138684445,35.24492285950515,0.050455720820707484
307,0,40,15.006332215992643,15.075781020187733,0.06944880419509047
308,45,19,0.875308385534538,0.9228502717073326,0.047541886172794534
309,29,48,21.46990752904989,21.534030516251065,0.06412298720117349
310,40,30,5.58186745766119,5.623729312879959,0.041861855218769506
311,40,47,31.572069038718766,31.619294895311015,0.04722585659224876
312,8,15,46.033864654775186,46.08060274827042,0.046738093495235944
313,39,37,25.862716471521097,25.932504803622507,0.06978833210141033
314,8,38,23.659009871056767,23.70291792718035,0.04390805612358406
315,32,35,48.68913858025098,48.749192854334666,0.06005427408368291
316,45,18,44.693600257705555,44.7339970944665,0.04039683676094796
317,44,45,30.119081943208386,30.164336859773414,0.045254916565028225
318,0,6,15.905928448450666,15.946493347073329,0.040564898622662326
319,25,7,43.363508024803494,43.45016244141267,0.0866544166091785
320,7,48,27.625095442275438,27.668446304209155,0.04335086193371751
321,40,6,15.002016786778412,15.043276152142937,0.04125936536452457
322,19,39,41.74269732689774,41.8464276666231,0.1037303397253595
323,7,18,9.500126180988573,9.541064457137225,0.0409382761486512
324,5,12,35.29238409780996,35.34297429843079,0.05059020062083164
325,9,41,17.17563410676999,17.232639126966475,0.05700502019648468
326,10,43,45.991306466917024,46.07570668239808,0.08440021548105392
327,42,44,30.058006876746447,30.099848511232395,0.04184163448594802
328,14,18,3.4519417127023644,3.493988514096415,0.042046801394050703
329,45,2,3.0319411037913824,3.076608530116232,0.04466742632484966
330,8,24,23.39621998941047,23.43806706381153,0.041847074401061946
331,42,3,41.710447338741474,41.77340835725293,0.06296101851145863
332,42,19,47.86258194153859,47.92102971032793,0.05844776878933544
333,44,9,2.917712015256228,2.9596976270643154,0.04198561180808724
334,40,18,2.2539027034077037,2.2997526561831307,0.04584995277542703
335,26,3,26.436736144951325,26.479537458259472,0.042801313308146405
336,16,38,33.98543428326312,34.06428815607768,0.07885387281456246
337,16,39,29.82878056762182,29.869319856379363,0.04053928875754309
338,27,19,28.351930661285493,28.392116076825204,0.040185415539710334
339,1,17,40.64070123933297,40.7036179812558,0.06291674192283381
340,34,44,21.148222526138227,21.198910418768975,0.05068789263074791
341,11,42,41.53812753970661,41.58821294033572,0.05008540062911493
342,37,16,39.199755464514965,39.25763585921953,0.057880394704568516
343,6,39,47.14894241387523,47.20740275924277,0.05846034536753564
344,48,3,5.612719496008623,5.683372015834024,0.07065251982540133
345,27,32,14.781776107999363,14.83959527215653,0.05781916415716637
346,6,37,46.2924341498839,46.35672413232926,0.06428998244535933
347,2,36,12.701501272026462,12.744609823096596,0.04310855107013367
348,23,28,2.255243952422176,2.296959465588529,0.04171551316635291
349,21,19,26.550498324738626,26.60522483475077,0.05472651001214501
350,46,47,11.756534940730575,11.81445419655364,0.057919255823065896
351,33,5,15.566221924696222,15.612077623260916,0.045855698564693625
352,35,45,44.972318927230276,45.0147689903998,0.042450063169525265
353,7,38,36.7194451597843,36.761822827368064,0.04237766758376438
354,45,1,18.192792386452226,18.238417820281313,0.04562543382908757
355,29,34,36.16699122332108,36.21403339363823,0.047042170317155296
356,43,20,37.49209605274626,37.53355295754329,0.04145690479703035
357,29,24,21.89678451490616,21.938501359501227,0.041716844595068636
358,31,24,44.56633360841437,44.61401412611005,0.0476805176956816
359,47,45,4.774649884900498,4.819790633685159,0.0451407487846609
360,16,5,33.96075745039465,34.00100944669471,0.04025199630005716
361,23,4,29.3357055629628,29.406967508696667,0.07126194573386613
362,32,0,20.067282700233605,20.110054511913518,0.04277181167991273
363,25,1,40.065504639867356,40.135790063614195,0.07028542374683866
364,27,14,2.113767733314461,2.1571159110180105,0.043348177703549595
365,35,45,46.192888158589795,46.26304888912779,0.07016073053799232
366,29,19,25.902401705348495,25.947341752957712,0.04494004760921655
367,4,0,2.4734659792324294,2.5456493028426905,0.07218332361026114
368,0,35,29.39262248369488,29.434133265004096,0.04151078130921704
369,38,44,23.81892775940821,23.8598149607097,0.04088720130148715
370,44,15,37.10333872433594,37.15338707053725,0.050048346201307936
371,23,26,46.62065092895182,46.66429322250093,0.04364229354911231
372,43,28,7.634454166030082,7.674533970716205,0.0400798046861226
373,26,15,15.17164086111822,15.22527356917108,0.05363270805285936
374,19,41,27.6733171515398,27.720185025507618,0.04686787396781966
375,10,42,34.1163629170683,34.18228177790502,0.06591886083671739
376,30,17,27.58921774698021,27.63089964434387,0.04168189736365946
377,7,36,29.75186182821193,29.814983359219184,0.06312153100725482
378,3,0,33.34378364529704,33.38851725307403,0.044733607776990425
379,44,1,5.005204055598547,5.048599928109574,0.04339587251102728
380,1,18,34.2462337491789,34.28642328122366,0.04018953204476361
381,38,11,36.9382786904325,36.981829546511506,0.04355085607900833
382,32,24,11.182364634814917,11.227988834931999,0.045624200117082125
383,24,7,6.528929654793316,6.5728980665965295,0.043968411803213314
384,24,21,6.5453965581614,6.585463874309781,0.04006731614838088
385,13,12,9.22107680538113,9.267581651716256,0.046504846335125194
386,36,45,46.50037705062127,46.55241267588488,0.05203562526361338
387,23,0,30.61323250285315,30.672704620838772,0.0594721179856208
388,1,33,38.2180297360992,38.26337278476382,0.0453430486646198
389,24,7,0.228136216271416,0.26960241873614166,0.041466202464725654
390,24,4,5.741130741891055,5.794142907672381,0.05301216578132539
391,49,30,35.90527672889792,35.95072037064767,0.045443641749756125
392,4,19,28.569999281626934,28.616770920282264,0.046771638655329184
